产品网址：https://www.iscsemi.com/supply/4.html
产品结构：首页->产品

|产品名称|产品型号|功能描述|
|----|----|----|
|MOSFET 单管|无|无|

可国产化替代之型号,封装
IPP070N06N,TO-220
IPP070N08N3,TO-220
IPP072N10N3,TO-220
IPP075N15N3,TO-220
IPP076N12N3,TO-220
IPP076N15N5,TO-220
IPP07N03L,TO-220
IPP07N03LB,TO-220
IPP080N03L,TO-220
IPP080N06N,TO-220
IPP082N10NF,TO-220
IPP082N10NF2S,TO-220
IPP083N10N5,TO-220
IPP084N06L3,TO-220
IPP085N06L,TO-220
IPP086N10N3,TO-220
IPP08CN10N,TO-220
IPP08CNE8N,TO-220
IPP091N06N,TO-220
IPP093N06N3,TO-220
IPP096N03L,TO-220
IPP09N03LA,TO-220
IPP100N04S2-04,TO-220
IPP100N04S2L-03,TO-220
IPP100N04S3-03,TO-220
IPP100N04S4-02,TO-220
IPP100N04S4-H2,TO-220
IPP100N06S2-05,TO-220
IPP100N06S2L-05,TO-220
IPP100N06S3-03,TO-220
IPP100N06S3-04,TO-220
IPP100N06S3L-03,TO-220
IPP100N06S3L-04,TO-220
IPP100N08N3,TO-220
IPP100N08S2-07,TO-220
IPP100N08S2L-07,TO-220
IPP100N10S3-05,TO-220
IPP100N12S3-05,TO-220
IPP10N03L,TO-220
IPP10N03LB,TO-220
IPP110N06L,TO-220
IPP110N20N3,TO-220
IPP110N20NA,TO-220
IPP111N15N3,TO-220
IPP114N03L,TO-220
IPP114N12N3,TO-220
IPP11N03LA,TO-220
IPP120N04S3-02,TO-220
IPP120N04S4-01,TO-220
IPP120N04S4-02,TO-220
IPP120N06N,TO-220
IPP120N06S4-02,TO-220
IPP120N06S4-03,TO-220
IPP120N06S4-H1,TO-220
IPP120N08S4-03,TO-220
IPP120N08S4-04,TO-220
IPP120N10S4-03,TO-220
IPP120N10S4-05,TO-220
IPP120N20NFD,TO-220
IPP120P04P4L-03,TO-220
IPP126N10N3,TO-220
IPP129N10NF2S,TO-220
IPP12CN10L,TO-220
IPP12CN10N,TO-220
IPP12CNE8N,TO-220
IPP139N08N3,TO-220
IPP13N03LB,TO-220
IPP147N03L,TO-220
IPP147N12N3,TO-220
IPP14N03LA,TO-220
IPP15N03L,TO-220
IPP16CN10L,TO-220
IPP16CN10N,TO-220
IPP16CNE8N,TO-220
IPP17N25S3-100,TO-220
IPP180N10N3,TO-220
IPP200N15N3,TO-220
IPP200N25N3,TO-220
IPP220N25NFD,TO-220
IPP22N03S4L-15,TO-220
IPP230N06L3,TO-220
IPP25N06S3-25,TO-220
IPP25N06S3L-22,TO-220
IPP260N06N3,TO-220
IPP26CN10N,TO-220
IPP26CNE8N,TO-220
IPP320N20N3,TO-220
IPP330P10NM,TO-220
IPP35CN10N,TO-220
IPP35N10S3L-26,D²PAK/TO-263
IPP35N12S3L-26,D²PAK/TO-263
IPP410N30N,TO-220
IPP45N04S4L-08,TO-220
IPP45N06S3-16,TO-220
IPP45N06S3L-13,TO-220
IPP45N06S4-09,TO-220
IPP45N06S4L-08,TO-220
IPP45P03P4L-11,TO-220
IPP47N10S-33,TO-220
IPP47N10SL-26,TO-220
IPP50CN10N,TO-220
IPP50N10S3L-16,TO-220
IPP50N12S3L-15,TO-220
IPP50R140CP,TO-220
IPP50R190CE,TO-220
IPP50R199CP,TO-220
IPP50R250CP,TO-220
IPP50R280CE,TO-220
IPP50R299CP,TO-220
IPP50R350CP,TO-220
IPP50R380CE,TO-220
IPP50R399CP,TO-220
IPP50R500CE,TO-220
IPP50R520CP,TO-220
IPP530N15N3,TO-220
IPP600N25N3,TO-220
IPP60R022S7,TO-220
IPP60R040C7,TO-220
IPP60R040S7,TO-220
IPP60R060C7,TO-220
IPP60R065S7,TO-220
IPP60R080P7,TO-220
IPP60R099C7,TO-220
IPP60R099P6,TO-220
IPP60R099P7,TO-220
IPP60R120C7,TO-220
IPP60R120P7,TO-220
IPP60R125C6,TO-220
IPP60R125CP,TO-220
IPP60R125P6,TO-220
IPP60R160C6,TO-220
IPP60R160P6,TO-220
IPP60R160P7,TO-220
IPP60R165CP,TO-220
IPP60R170CFD7,TO-220
IPP60R180C7,TO-220
IPP60R180P7,TO-220
IPP60R190C6,TO-220
IPP60R190E6,TO-220
IPP60R190P6,TO-220
IPP60R199CP,TO-220
IPP60R1K4C6,TO-220
IPP60R230P6,TO-220
IPP60R250CP,TO-220
IPP60R280C6,TO-220
IPP60R280CFD7,TO-220
IPP60R280E6,TO-220
IPP60R280P6,TO-220
IPP60R280P7,TO-220
IPP60R299CP,TO-220
IPP60R330P6,TO-220
IPP60R360P7,TO-220
IPP60R380C6,TO-220
IPP60R380E6,TO-220
IPP60R380P6,TO-220
IPP60R385CP,TO-220
IPP60R450E6,TO-220
IPP60R520C6,TO-220
IPP60R520CP,TO-220
IPP60R520E6,TO-220
IPP60R600C6,TO-220
IPP60R600CP,TO-220
IPP60R600E6,TO-220
IPP60R600P6,TO-220
IPP60R600P7,TO-220
IPP60R750E6,TO-220
IPP60R950C6,TO-220
IPP65R045C7,TO-220
IPP65R050CFD7A,TO-220
IPP65R065C7,TO-220
IPP65R075CFD7A,TO-220
IPP65R095C7,TO-220
IPP65R099CFD7A,TO-220
IPP65R110CFD7,TO-220
IPP65R110CFDA,TO-220
IPP65R115CFD7A,TO-220
IPP65R125C7,TO-220
IPP65R145CFD7A,TO-220
IPP65R150CFD,TO-220
IPP65R150CFDA,TO-220
IPP65R155CFD7,TO-220
IPP65R190C6,TO-220
IPP65R190C7,TO-220
IPP65R190CFD,TO-220
IPP65R190CFD7A,TO-220
IPP65R190E6,TO-220
IPP65R225C7,TO-220
IPP65R280C6,TO-220
IPP65R280E6,TO-220
IPP65R310CFD,TO-220
IPP65R380C6,TO-220
IPP65R380E6,TO-220
IPP65R420CFD,TO-220
IPP65R600C6,TO-220
IPP65R600E6,TO-220
IPP65R660CFD,TO-220
IPP70N04S3-07,TO-220
IPP70N04S4-06,TO-220
IPP70N10S3-12,TO-220
IPP70N10S3L-12,TO-220
IPP70N10SL-16,TO-220
IPP70N12S3-11,TO-220
IPP70N12S3L-12,TO-220
IPP70P04P4-09,TO-220
IPP77N06S2-12,TO-220
IPP77N06S3-09,TO-220
IPP80CN10N,TO-220
IPP80N03S4L-03,TO-220
IPP80N03S4L-04,TO-220
IPP80N04S2-04,TO-220
IPP80N04S2-H4,TO-220
IPP80N04S2L-03,TO-220
IPP80N04S3-03,TO-220
IPP80N04S3-04,TO-220
IPP80N04S3-06,TO-220
IPP80N04S3-H4,TO-220
IPP80N04S4-03,TO-220
IPP80N04S4-04,TO-220
IPP80N04S4L-04,TO-220
IPP80N06S2-05,TO-220
IPP80N06S2-07,TO-220
IPP80N06S2-08,TO-220
IPP80N06S2-09,TO-220
IPP80N06S2-H5,TO-220
IPP80N06S2L-05,TO-220
IPP80N06S2L-06,TO-220
IPP80N06S2L-07,TO-220
IPP80N06S2L-09,TO-220
IPP80N06S2L-11,TO-220
IPP80N06S2L-H5,TO-220
IPP80N06S3-05,TO-220
IPP80N06S3-07,TO-220
IPP80N06S3L-05,TO-220
IPP80N06S3L-06,TO-220
IPP80N06S3L-08,TO-220
IPP80N06S4-05,TO-220
IPP80N06S4-07,TO-220
IPP80N06S4L-05,TO-220
IPP80N06S4L-07,TO-220
IPP80N07S4-05,TO-220
IPP80N08S2-07,TO-220
IPP80N08S2L-07,TO-220
IPP80N08S4-06,TO-220
IPP80P03P4-05,TO-220
IPP80P03P4L-04,TO-220
IPP80R1K2P7,TO-220
IPP80R1K4P7,TO-220
IPP80R280P7X,TO-220
IPP80R360P7,TO-220
IPP80R450P7,TO-220
IPP80R600P7,TO-220
IPP80R750P7,TO-220
IPP80R900P7,TO-220
IPP881N08N,TO-220
IPP90N04S4-02,TO-220
IPP90N06S4-04,TO-220
IPP90N06S4L-04,TO-220
IPP90R1K0C3,TO-220
IPP90R1K2C3,TO-220
IPP90R340C3,TO-220
IPP90R500C3,TO-220
IPP90R800C3,TO-220
IPS031N03L,IPAK/TO-251
IPS03N03LA,IPAK/TO-251
IPS040N03L,IPAK/TO-251
IPS04N03LA,IPAK/TO-251
IPS04N03LB,IPAK/TO-251
IPS050N03L,IPAK/TO-251
IPS05N03LA,IPAK/TO-251
IPS05N03LB,IPAK/TO-251
IPS060N03L,IPAK/TO-251
IPS06N03LA,IPAK/TO-251
IPS06N03LB,IPAK/TO-251
IPS06N03LZ,IPAK/TO-251
IPS075N03L,IPAK/TO-251
IPS090N03L,IPAK/TO-251
IPS09N03LA,IPAK/TO-251
IPS09N03LB,IPAK/TO-251
IPS105N03L,IPAK/TO-251
IPS10N03LA,IPAK/TO-251
IPS110N12N3,IPAK/TO-251
IPS118N10N,IPAK/TO-251
IPS12CN10L,IPAK/TO-251
IPS12N03LB,IPAK/TO-251
IPS135N03L,IPAK/TO-251
IPS13N03LA,IPAK/TO-251
IPS50R520CP,IPAK/TO-251
IPS60R1K0CE,IPAK/TO-251
IPS60R1K5CE,IPAK/TO-251
IPS60R2K1CE,IPAK/TO-251
IPS60R3K4CE,IPAK/TO-251
IPS60R400CE,IPAK/TO-251
IPS60R460CE,IPAK/TO-251
IPS60R600,IPAK/TO-251
IPS60R650CE,IPAK/TO-251
IPS60R800CE,IPAK/TO-251
IPS65R1K0CE,IPAK/TO-251
IPS65R1K4C6,IPAK/TO-251
IPS65R1K5CE,IPAK/TO-251
IPS65R400CE,IPAK/TO-251
IPS65R600E6,IPAK/TO-251
IPS65R650CE,IPAK/TO-251
IPS65R950C6,IPAK/TO-251
IPS70R1K4CE,IPAK/TO-251
IPS70R2K0CE,IPAK/TO-251
IPS70R360P7,IPAK/TO-251
IPS70R600CE,IPAK/TO-251
IPS70R900P7,IPAK/TO-251
IPS70R950CE,IPAK/TO-251
IPS80R1K2P7,IPAK/TO-251
IPS80R1K4P7,IPAK/TO-251
IPS80R2K0P7,IPAK/TO-251
IPS80R2K4P7,IPAK/TO-251
IPS80R600P7,IPAK/TO-251
IPS80R750P7,IPAK/TO-251
IPS80R900P7,IPAK/TO-251
IPT004N03L,TOLL
IPT004N03LAT,TOLL
IPT007N06N,TOLL
IPT008N06NM5LF,TOLL
IPT010N08NM5,TOLL
IPT012N06N,TOLL
IPT012N08N5,TOLL
IPT012N08NF2S,TOLL
IPT013N08NM5LF,TOLL
IPT014N08NM5,TOLL
IPT014N10N5,TOLL
IPT015N10N5,TOLL
IPT015N10NF2S,TOLL
IPT017N10NF2S,TOLL
IPT017N12NM6,TOLL
IPT019N08N5,TOLL
IPT020N10N3,TOLL
IPT020N10N5,TOLL
IPT022N10NF2S,TOLL
IPT026N10N5,TOLL
IPT029N08N5,TOLL
IPT030N12N3,TOLL
IPT039N15N5,TOLL
IPT044N15N5,TOLL
IPT054N15N5,TOLL
IPT059N15N3,TOLL
IPT063N15N5,TOLL
IPT111N20NFD,TOLL
IPT210N25NFD,TOLL
IPT60R022S7,TOLL
IPT60R028G7,TOLL
IPT60R035CFD,TOLL
IPT60R040S7,TOLL
IPT60R045CFD,TOLL
IPT60R050G7,TOLL
IPT60R055CFD,TOLL
IPT60R065S7,TOLL
IPT60R075CFD,TOLL
IPT60R080G7,TOLL
IPT60R090CFD,TOLL
IPT60R102G7,TOLL
IPT60R105CFD,TOLL
IPT60R125CFD,TOLL
IPT60R125G7,TOLL
IPT60R145CFD,TOLL
IPT60R150G7,TOLL
IPT65R033G7,TOLL
IPT65R040CFD,TOLL
IPT65R099CFD,TOLL
IPT65R105G7,TOLL
IPT65R190CFD,TOLL
IPT65R195G7,TOLL
IPTG007N06NM5,TOLL
IPTG011N08NM5,TOLL
IPTG014N10NM5,TOLL
IPTG018N08NM5,TOLL
IPTG018N10NM5,TOLL
IPTG025N08NM5,TOLL
IPTG025N10NM5,TOLL
IPTG039N15NM5,TOLL
IPTG044N15NM5,TOLL
IPTG054N15NM5,TOLL
IPTG063N15NM5,TOLL
IPTG111N20NM3FD,TOLL
IPTG210N25NM3FD,TOLL
IPU039N03L,IPAK/TO-251
IPU04N03LA,IPAK/TO-251
IPU04N03LB,IPAK/TO-251
IPU050N03L,IPAK/TO-251
IPU05N03LA,IPAK/TO-251
IPU060N03L,IPAK/TO-251
IPU06N03LA,IPAK/TO-251
IPU06N03LB,IPAK/TO-251
IPU06N03LZ,IPAK/TO-251
IPU075N03L,IPAK/TO-251
IPU07N03L,IPAK/TO-251
IPU07N03LA,IPAK/TO-251
IPU090N03L,IPAK/TO-251
IPU09N03LA,IPAK/TO-251
IPU09N03LB,IPAK/TO-251
IPU103N08N3,IPAK/TO-251
IPU105N03L,IPAK/TO-251
IPU10N03LA,IPAK/TO-251
IPU12N03L,IPAK/TO-251
IPU12N03LB,IPAK/TO-251
IPU135N03L,IPAK/TO-251
IPU135N08N3,IPAK/TO-251
IPU13N03LA,IPAK/TO-251
IPU14N03L,IPAK/TO-251
IPU20N03L,IPAK/TO-251
IPU25CN10N,IPAK/TO-251
IPU25CNE8N,IPAK/TO-251
IPU26CNE8N,IPAK/TO-251
IPU33CN10N,IPAK/TO-251
IPU49CN10N,IPAK/TO-251
IPU50R1K4CE,IPAK/TO-251
IPU50R2K0CE,IPAK/TO-251
IPU50R3K0CE,IPAK/TO-251
IPU50R950CE,IPAK/TO-251
IPU60R1K0CE,IPAK/TO-251
IPU60R1K4C6,IPAK/TO-251
IPU60R1K5CE,IPAK/TO-251
IPU60R2K0C6,IPAK/TO-251
IPU60R2K1CE,IPAK/TO-251
IPU60R3K4CE,IPAK/TO-251
IPU60R600C6,IPAK/TO-251
IPU60R950C6,IPAK/TO-251
IPU64CN10N,IPAK/TO-251
IPU78CN10N,IPAK/TO-251
IPU80R1K0CE,IPAK/TO-251
IPU80R1K2P7,IPAK/TO-251
IPU80R1K4CE,IPAK/TO-251
IPU80R1K4P7,IPAK/TO-251
IPU80R2K0P7,IPAK/TO-251
IPU80R2K4P7,IPAK/TO-251
IPU80R2K8CE,IPAK/TO-251
IPU80R3K3P7,IPAK/TO-251
IPU80R4K5P7,IPAK/TO-251
IPU80R600P7,IPAK/TO-251
IPU80R750P7,IPAK/TO-251
IPU80R900P7,IPAK/TO-251
IPU95R1K2P7,IPAK/TO-251
IPU95R3K7P7,IPAK/TO-251
IPU95R450P7,IPAK/TO-251
IPW50R140CP,TO-247
IPW50R190CE,TO-247
IPW50R199CP,TO-247
IPW50R250CP,TO-247
IPW50R280CE,TO-247
IPW50R299CP,TO-247
IPW50R350CP,TO-247
IPW50R399CP,TO-247
IPW60R017C7,TO-247
IPW60R018CFD7,TO-247
IPW60R024CFD7,TO-247
IPW60R024CP7,TO-247
IPW60R031CFD7,TO-247
IPW60R037CSFD,TO-247
IPW60R037P7,TO-247
IPW60R040C7,TO-247
IPW60R040CFD7,TO-247
IPW60R041C6,TO-247
IPW60R041P6,TO-247
IPW60R045CP,TO-247
IPW60R045CPA,TO-247
IPW60R045P7,TO-247
IPW60R055CFD7,TO-247
IPW60R060C7,TO-247
IPW60R060P7,TO-247
IPW60R070C6,TO-247
IPW60R070CFD7,TO-247
IPW60R070P6,TO-247
IPW60R075CP,TO-247
IPW60R075CPA,TO-247
IPW60R080P7,TO-247
IPW60R090CFD7,TO-247
IPW60R099C6,TO-247
IPW60R099C7,TO-247
IPW60R099CP,TO-247
IPW60R099CPA,TO-247
IPW60R099P6,TO-247
IPW60R099P7,TO-247
IPW60R105CFD7,TO-247
IPW60R120C7,TO-247
IPW60R120P7,TO-247
IPW60R125C6,TO-247
IPW60R125CFD7,TO-247
IPW60R125CP,TO-247
IPW60R125P6,TO-247
IPW60R155CFD7,TO-247
IPW60R160C6,TO-247
IPW60R160P6,TO-247
IPW60R165CP,TO-247
IPW60R170CFD7,TO-247
IPW60R180C7,TO-247
IPW60R180P7,TO-247
IPW60R190C6,TO-247
IPW60R190E6,TO-247
IPW60R190P6,TO-247
IPW60R199CP,TO-247
IPW60R230P6,TO-247
IPW60R250CP,TO-247
IPW60R280C6,TO-247
IPW60R280E6,TO-247
IPW60R280P6,TO-247
IPW60R299CP,TO-247
IPW60R330P6,TO-247
IPW65R018CFD7,TO-247
IPW65R019C7,TO-247
IPW65R022CFD7A,TO-247
IPW65R029CFD7,TO-247
IPW65R035CFD7A,TO-247
IPW65R037C6,TO-247
IPW65R041CFD,TO-247
IPW65R041CFD7,TO-247
IPW65R045C7,TO-247
IPW65R048CFDA,TO-247
IPW65R050CFD7A,TO-247
IPW65R060CFD7,TO-247
IPW65R065C7,TO-247
IPW65R070C6,TO-247
IPW65R075CFD7A,TO-247
IPW65R080CFD,TO-247
IPW65R080CFDA,TO-247
IPW65R090CFD7,TO-247
IPW65R095C7,TO-247
IPW65R099C6,TO-247
IPW65R099CFD7A,TO-247
IPW65R110CFD,TO-247
IPW65R110CFD7,TO-247
IPW65R110CFDA,TO-247
IPW65R115CFD7A,TO-247
IPW65R125C7,TO-247
IPW65R125CFD7,TO-247
IPW65R145CFD7A,TO-247
IPW65R150CFD,TO-247
IPW65R150CFDA,TO-247
IPW65R155CFD7,TO-247
IPW65R190C6,TO-247
IPW65R190C7,TO-247
IPW65R190CFD,TO-247
IPW65R190CFD7A,TO-247
IPW65R190E6,TO-247
IPW65R230CFD7A,TO-247
IPW65R280C6,TO-247
IPW65R280E6,TO-247
IPW65R310CFD,TO-247
IPW65R420CFD,TO-247
IPW65R660CFD,TO-247
IPW80R280P7,TO-247
IPW80R290C3,TO-247
IPW80R290C3A,TO-247
IPW80R360P7,TO-247
IPW90R120C3,TO-247
IPW90R1K0C3,TO-247
IPW90R1K2C3,TO-247
IPW90R340C3,TO-247
IPW90R500C3,TO-247
IPW90R800C3,TO-247
IPW95R060PFD7,TO-247
IPW95R130PFD7,TO-247
IPW95R310PFD7,TO-247
IPWS65R022CFD7A,TO-247
IPWS65R035CFD7A,TO-247
IPWS65R050CFD7,TO-247
IPWS65R075CFD7A,TO-247
IRF3205L,I²PAK/TO-262
IRF3205S,D²PAK/TO-263
IRF3205Z,TO-220
IRF3205ZL,I²PAK/TO-262
IRF3205ZS,D²PAK/TO-263
IRF3207,TO-220
IRF3703,TO-220
IRF3704L,I²PAK/TO-262
IRF3704S,D²PAK/TO-263
IRF3704Z,TO-220
IRF3704ZCL,I²PAK/TO-262
IRF3704ZCS,D²PAK/TO-263
IRF3704ZL,I²PAK/TO-262
IRF3704ZS,D²PAK/TO-263
IRF3707Z,TO-220
IRF3707ZL,I²PAK/TO-262
IRF3707ZS,D²PAK/TO-263
IRF3708,TO-220
IRF3708L,I²PAK/TO-262
IRF3708S,D²PAK/TO-263
IRF3709,TO-220
IRF3709L,I²PAK/TO-262
IRF3709S,D²PAK/TO-263
IRF3709Z,TO-220
IRF3709ZCS,D²PAK/TO-263
IRF3709ZL,I²PAK/TO-262
IRF3709ZS,D²PAK/TO-263
IRF3710,TO-220
IRF3710L,I²PAK/TO-262
IRF3710S,D²PAK/TO-263
IRF3710Z,TO-220
IRF3710ZL,I²PAK/TO-262
IRF3710ZS,D²PAK/TO-263
IRF3711,TO-220
IRF3711L,I²PAK/TO-262
IRF3711S,D²PAK/TO-263
IRF3713L,I²PAK/TO-262
IRF3713ZL,I²PAK/TO-262
IRF3805,TO-220
IRF3805L,I²PAK/TO-262
IRF3805S,D²PAK/TO-263
IRF3808,TO-220
IRF3808L,I²PAK/TO-262
IRF3808S,D²PAK/TO-263
IRF40B207,TO-220
IRF40N03,TO-220
IRF40R207,DPAK/TO-252
IRF4104,TO-220
IRF4104L,I²PAK/TO-262
IRF4104S,D²PAK/TO-263
IRFB11N50A,TO-220
IRFB132,TO-220
IRFB13N50A,TO-220
IRFB16N60L,TO-220
IRFB17N20D,TO-220
IRFB17N50L,TO-220
IRFB18N50K,TO-220
IRFB20N50K,TO-220
IRFB23N15D,TO-220
IRFB23N20D,TO-220
IRFB260N,TO-220
IRFB3004,TO-220
IRFB3006,TO-220
IRFB3077,TO-220
IRFB31N20D,TO-220
IRFB3207,TO-220
IRFB3207Z,TO-220
IRFB3207ZG,TO-220
IRFB3306,TO-220
IRFB3307,TO-220
IRFB3307Z,TO-220
IRFB33N15D,TO-220
IRFB3407Z,TO-220
IRFB3607,TO-220
IRFB3806,TO-220
IRFB38N20D,TO-220
IRFB4019,TO-220
IRFB4020,TO-220
IRFB4110,TO-220
IRFB4115,TO-220
IRFB4127,TO-220
IRFB41N15D,TO-220
IRFB4212,TO-220
IRFB4227,TO-220
IRFB4228,TO-220
IRFB42N20D,TO-220
IRFB4310,TO-220
IRFB4310Z,TO-220
IRFB4321,TO-220
IRFB4332,TO-220
IRFB4410,TO-220
IRFB4410Z,TO-220
IRFB4510,TO-220
IRFB4610,TO-220
IRFB4615,TO-220
IRFB4620,TO-220
IRFB4710,TO-220
IRFB52N15D,TO-220
IRFB5615,TO-220
IRFB5620,TO-220
IRFB59N10D,TO-220
IRFB61N15D,TO-220
IRFB7430,TO-220
IRFB7434,TO-220
IRFB7437,TO-220
IRFB7440,TO-220
IRFB7446,TO-220
IRFB7530,TO-220
IRFB7534,TO-220
IRFB7537,TO-220
IRFB7540,TO-220
IRFB7545,TO-220
IRFB7546,TO-220
IRFB7730,TO-220
IRFB7734,TO-220
IRFB7740,TO-220
IRFB7746,TO-220
IRFB7787,TO-220
IRFB812,TO-220
IRFB8314,TO-220
IRFB9N30A,TO-220
IRFB9N60A,TO-220
IRFB9N65A,TO-220
IRFBC20,TO-220
IRFBC20S,TO-263
IRFBC30,TO-220
IRFBC30A,TO-220
IRFBC30AS,TO-263
IRFBC30L,TO-262
IRFBC30S,TO-263
IRFBC32,TO-220
IRFBC40,TO-220
IRFBC40A,TO-220
IRFBC40AS,D²PAK/TO-263
IRFBC40LC,I²PAK/TO-262
IRFBC40S,TO-263
IRFBC42,TO-220
IRFBC42R,TO-220
IRFBE20,TO-220
IRFBE20L,TO-262
IRFBE20S,TO-263
IRFBE22,TO-220
IRFBE30,TO-220
IRFBE30S,TO-263
IRFBE32,TO-220
IRFBF20,TO-220
IRFBF20L,I²PAK/TO-262
IRFBF20S,D²PAK/TO-263
IRFBF22,TO-220
IRFBF30,TO-220
IRFBF32,TO-220
IRFBG20,TO-220
IRFBG22,TO-220
IRFBG30,TO-220
IRFBG32,TO-220
IRFG40,TO-220
IRFG50,TO-220
IRFI1010N,TO-220F
IRFI1310N,TO-220F
IRFI3205,TO-220F
IRFI3306G,TO-220F
IRFI4110G,TO-220F
IRFI4227,TO-220F
IRFI4228,TO-220F
IRFI4229,TO-220F
IRFI4321,TO-220F
IRFI4410Z,TO-220F
IRFI4510G,TO-220F
IRFI510A,I²PAK/TO-262
IRFI510G,TO-220F
IRFI520A,I²PAK/TO-262
IRFI520G,TO-220F
IRFI530A,I²PAK/TO-262
IRFI530G,TO-220F
IRFI530N,TO-220F
IRFI540A,I²PAK/TO-262
IRFI540G,TO-220F
IRFI540N,TO-220F
IRFI550A,I²PAK/TO-262
IRFI610A,I²PAK/TO-262
IRFI610B,I²PAK/TO-262
IRFI610G,I²PAK/TO-262
IRFI614A,I²PAK/TO-262
IRFI614B,I²PAK/TO-262
IRFI614G,I²PAK/TO-262
IRFI620A,I²PAK/TO-262
IRFI620B,I²PAK/TO-262
IRFI620G,I²PAK/TO-262
IRFI624A,I²PAK/TO-262
IRFI624B,I²PAK/TO-262
IRFI624G,I²PAK/TO-262
IRFI630,TO-220F
IRFI630A,I²PAK/TO-262
IRFI630B,I²PAK/TO-262
IRFI634A,I²PAK/TO-262
IRFI634B,I²PAK/TO-262
IRFI640A,I²PAK/TO-262
IRFI640B,I²PAK/TO-262
IRFI640G,TO-220F
IRFI644G,TO-220F
IRFI710A,I²PAK/TO-262
IRFI710B,I²PAK/TO-262
IRFI710G,TO-220F
IRFI720A,I²PAK/TO-262
IRFI720B,I²PAK/TO-262
IRFI720G,TO-220F
IRFI730A,I²PAK/TO-262
IRFI730B,I²PAK/TO-262
IRFI730G,TO-220F
IRFI740A,I²PAK/TO-262
IRFI740B,I²PAK/TO-262
IRFI740G,TO-220F
IRFI7440G,TO-220F
IRFI7446G,TO-220F
IRFI7536G,TO-220F
IRFI820A,I²PAK/TO-262
IRFI820G,TO-220F
IRFI830,TO-220F
IRFI830A,I²PAK/TO-262
IRFI830B,I²PAK/TO-262
IRFI840A,I²PAK/TO-262
IRFI840G,TO-220F
IRFI9Z24N,TO-220F
IRFI9Z34N,TO-220F
IRFIB41N15D,TO-220F
IRFIB5N65A,TO-220F
IRFIB6N60A,TO-220F
IRFIB7N50A,TO-220F
IRFIBC20G,TO-220F
IRFIBC30G,TO-220F
IRFIBC40G,TO-220F
IRFIBC40GLC,TO-220F
IRFIBE20G,TO-220F
IRFIBE30G,TO-220F
IRFIP044,TO-3PF
IRFIP054,TO-3PF
IRFIP140,TO-3PF
IRFIP150,TO-3PF
IRFIP240,TO-3PF
IRFIP244,TO-3PF
IRFIP250,TO-3PF
IRFIP254,TO-3PF
IRFIP340,TO-3PF
IRFIP350,TO-3PF
IRFIP440,TO-3PF
IRFIP448,TO-3PF
IRFIP450,TO-3PF
IRFIP9140,TO-3PF
IRFIP9240,TO-3PF
IRFIZ10,I²PAK/TO-262
IRFIZ14A,I²PAK/TO-262
IRFIZ24A,I²PAK/TO-262
IRFIZ24G,TO-220F
IRFIZ24N,TO-220F
IRFIZ34,TO-220F
IRFIZ34A,TO-220F
IRFIZ34G,TO-220F
IRFIZ44A,TO-220F
IRFIZ44G,TO-220F
IRFIZ44N,TO-220F
IRFIZ46N,TO-220F
IRFIZ48G,TO-220F
IRFIZ48N,TO-220F
IRFP040,TO-247
IRFP042,TO-247
IRFP044,TO-247
IRFP044N,TO-247
IRFP045,TO-247
IRFP048,TO-247AC
IRFP048N,TO-247
IRFP048R,TO-247AC
IRFP054,TO-247AC
IRFP054N,TO-247
IRFP064,TO-247AC
IRFP064N,TO-3PN/TO-247
IRFP120,TO-3PN/TO-247
IRFP121,TO-3PN/TO-247
IRFP122,TO-3PN/TO-247
IRFP123,TO-3PN/TO-247
IRFP130,TO-3PN/TO-247
IRFP131,TO-3PN/TO-247
IRFP132,TO-3PN/TO-247
IRFP133,TO-3PN/TO-247
IRFP140,TO-3PN/TO-247
IRFP1405,TO-247
IRFP140A,TO-3PN
IRFP140CF,TO-3P
IRFP140N,TO-3PN/TO-247
IRFP140R,TO-3PN
IRFP141CP,TO-3PN
IRFP141R,TO-3PN
IRFP142R,TO-3PN
IRFP143R,TO-3PN
IRFP150,TO-3PN/TO-247
IRFP150A,TO-3PN
IRFP150CF,TO-3P
IRFP150FI,TO-3PF
IRFP150M,TO-247
IRFP150N,TO-3PN/TO-247
IRFP150R,TO-3PN
IRFP151CF,TO-3PN
IRFP151R,TO-3PN
IRFP152,TO-3PN
IRFP153,TO-3PN
IRFP17N50L,TO-247AC
IRFP21N60L,TO-247AC
IRFP3306,TO-247
IRFP331,TO-3P
IRFP332,TO-3P
IRFP333,TO-3P
IRFP340,TO-3PN
IRFP340A,TO-3PN
IRFP340CF,TO-3P
IRFP340R,TO-3PN
IRFP341,TO-3PN
IRFP3411,TO-3
IRFP3415,TO-247
IRFP341CF,TO-3P
IRFP341R,TO-3PN
IRFP342,TO-3PN
IRFP342R,TO-3PN
IRFP343,TO-3PN
IRFP343R,TO-3PN
IRFP344,TO-247
IRFP350,TO-247
IRFP350A,TO-3PN
IRFP350CF,TO-3P
IRFP350FI,TO-3PF
IRFP350LC,TO-247AC
IRFP350R,TO-3PN
IRFP351,TO-3PN
IRFP351CF,TO-3P
IRFP351F,TO-3PN
IRFP352,TO-3PN
IRFP352R,TO-3PN
IRFP353,TO-3PN
IRFP353R,TO-3PN
IRFP354,TO-247
IRFP360,TO-3PN/TO-247
IRFP360LC,TO-247
IRFP362,TO-3PN
IRFP3703,TO-247
